"location","latitude","longitude"
"77th and Dodge",41.25948,-96.03471
"MMCA81010",39.649036,-121.64953
"Mobile-Pomeroy Old",46.474438,-117.61476
"MMFRA1001",39.396553,-121.14386
"Troost",39.10472,-94.57056
"GBUAPCD EBAM @ Lee V",37.360683,-118.3308
"MMNPS1026",40.946968,-123.63655
"MMCA81051",35.52717,-120.52882
"MMCA82041",40.88279,-121.65404
"MMMT10003",46.99881,-113.38484
"MMCA81014",35.407894,-120.546646
"MMCA81036",38.753113,-122.62216
"MMCA81033",38.80425,-123.01821
"Indian Springs",36.569443,-115.67667
"Unit1019",36.138283,-118.61715
"MMNPS1026",40.946987,-123.636406
"Cle Elum_Mobile",47.197567,-120.95823
"West Union",39.210884,-87.66842
"MMCA81042",38.510696,-122.80584
"MMCA81026",41.52802,-122.364395
"MMNPS1017",41.42674,-122.38115
"MMNPS1031",40.80066,-124.15851
"GBUAPCD EBAM @ Bridg",38.257645,-119.21848
"Bridgeport EBAM",38.2477,-119.22747
"Sunny Farms West",0.410931,-83.42345
"Coleville EBAM",38.545616,-119.47889
"GBUAPCD EBAM @ Bento",37.81728,-118.475296
"Jackson",35.6567,-88.8092
"Sonoma Technology Mo",38.27939,-122.66967
"PM2.5 Mammoth Lakes",37.64575,-118.96651
"MMNPS1017",41.426785,-122.38111
"MMCA81033",38.56093,-121.507095
"PM2.5 Mammoth Lakes",37.645725,-118.966545
"Rincon Valley School",38.481834,-122.67077
"PM2.5 Mammoth Lakes",37.645725,-118.96687
"King City AMS",36.209286,-121.12637
"TECUMSEH",41.9956,-83.9467
"Wash. Crossing",40.3125,-74.8729
"Tukwila_Allentown",47.498535,-122.27838
"Unit1029",41.728542,-122.521614
"El Paso UTEP C12",31.768057,-106.501114
"Unit0216",39.71437,-105.12395
"GBUAPCD EBAM @ Bridg",38.257614,-119.21844
"Rio Vista",38.167297,-121.68856
"Ukiah District Offic",39.145733,-123.202995
"GBUAPCD EBAM @ Lee V",37.956894,-119.121
"Audubon C38",30.483168,-97.8723
"GBUAPCD EBAM @ Lee V",37.956917,-119.12104
"MMCA81011",32.792152,-115.56304
"Dallas LaCreole Midd",44.92261,-123.301956
"Rincon Valley School",38.481857,-122.67072
"Taholah-Quinault Tri",47.3398,-124.2918
"MMCA81014",35.407936,-120.546715
"LUMS 2",39.5511,-75.7308
"Plain_Mobile",47.768566,-120.66458
"Look Rock - GSMNP",35.6322,-83.9422
"Unit328",35.671516,-105.9557
"La Porte Sylvan Beach C556",29.655277,-95.00972
"MMCA81014",35.408024,-120.546715
"MMNPS1017",41.42675,-122.38117
"PEORIA_H",40.745,-89.5861
"Cortez Ozone",37.34997,-108.58737
"MMFRA1001",39.396458,-121.14394
"Darrington-Fir St",48.2468,-121.6031
"MMCA81032",38.21148,-122.13297
"MMNPS1027",40.102695,-123.7939
"MMCA81036",38.753166,-122.62216
"Beaver Falls",40.7478,-80.3167
"Mobile-Goldendale",45.81568,-120.81369
"GBUAPCD EBAM @ Lee V",37.956905,-119.121
"Vichy Elementary Sch",38.33501,-122.25798
"Semora DRR",36.489944,-79.058525
"Olancha",36.280598,-118.01166
"GBUAPCD EBAM @ June",37.78441,-119.07347
"MMNPS1027",40.551964,-124.12577
"Cata��o 40",18.428389,-66.141655
"Fairfield",38.227066,-122.07562
"MMCA82021",38.54564,-119.47883
"Catawba Longhouse",34.9127,-80.8745
"LAWRENCE",35.1158,-87.47
"GBUAPCD EBAM @ Bridg",38.257786,-119.21831
"Vichy Elementary Sch",38.335,-122.258026
"GBUAPCD EBAM @ Bridg",38.25768,-119.2184
"South Lake Tahoe - S",38.945,-119.9689
"Airway Heights-West",47.64535,-117.58903
"Kent-James & Central",47.3861,-122.2302
"Monroe",32.5097,-92.0461
"Mobile_WhiteSalmon",45.73239,-121.49233
"Salladasburg",41.266193,-77.230934
"GBUAPCD EBAM @ Coso",36.049446,-117.943855
"MMCA81036",38.75323,-122.622246
"MMCA81033",38.804302,-123.01821
"TAIT CUMMINS",41.94867,-91.63954
"Boston - North End",42.3631,-71.0542
"Twisp-Ewell St",48.354122,-120.10512
"MMCA81033",38.550262,-121.50044
"Linville Falls",35.9722,-81.9331
"Lone Pine",36.609,-118.0578
"Mt Shasta",41.312687,-122.31825
"MMCA81044",41.04751,-123.677086
"French Settlement",30.315,-90.8114
"Unit328",35.67145,-105.95564
"Rosselle & Copeland",30.320192,-81.68701
"GBUAPCD EBAM @ June",37.817806,-118.47598
"Hidden Valley School",38.47363,-122.70076
"WEST OLIVE",35.833,-98.583
"TUPELOAP",34.26485,-88.766846
"Cisco Drive",30.224157,-81.50272
"HIGLEY",33.3107,-111.7225
"MMCA81010",40.73535,-122.22824
"MMCA82037",38.56073,-121.50711
"Roosevelt High Schoo",45.5901,-122.73762
"MMCA81017",39.035145,-120.12477
"Antelope - North Hig",38.71209,-121.38109
"Leavenworth_Mobile",47.558613,-120.67274
"PM2.5 Woodfords EBAM",38.76559,-119.80741
"GBUAPCD EBAM @ Lone",36.608997,-118.05786
"MMNPS1027",40.551994,-124.12581
"Cut Bank",48.607407,-112.36384
"Gardiner High School",44.2267,-69.7892
"Roanoke Elem. School",40.9606,-85.3803
"GBUAPCD EBAM @ Bridg",38.257626,-119.21848
"Aspen Park",39.5415,-105.2984
"New Albany",38.3081,-85.8342
"Cle Elum_Mobile",47.197556,-120.95829
"GBUAPCD EBAM @ Lee V",37.956905,-119.12104
"MMCA81016",41.30425,-123.537186
"MMCA81033",38.804268,-123.01825
"LNA",33.0928,-86.8072
"CHARLSTN",37.1231,-93.2631
"MMNPS1031",40.800777,-124.15845
"MMCA82022",38.56075,-121.50711
"MMCA81006",41.83917,-122.851204
"BAD RIVER TRIBAL SCH",46.6144,-90.6986
"Sandpoint U of I",48.29182,-116.55656
"GBUAPCD EBAM @ June",37.784374,-119.07366
"MMCA81010",40.735363,-122.22829
"MMNPS1031",40.800724,-124.15849
"Coleville EBAM",38.545563,-119.47877
"Morro Bay",35.36639,-120.8426
"Joshua Tree NP - Cot",33.7472,-115.8201
"SUMMIT",44.2783,-71.3025
"Plain_Mobile",47.768555,-120.66458
"GBUAPCD EBAM @ Lone",36.60899,-118.057686
"GBUAPCD EBAM @ Crowl",37.566772,-118.74195
"PM2.5 Woodfords EBAM",38.76558,-119.80734
"Oak Harbor-SW 6th (U",48.2944,-122.66
"MMCA81033",38.560852,-121.507095
"GBUAPCD EBAM @ June",37.78429,-119.07362
"Joe Neal",36.27059,-115.23828
"MMCA81008",38.67383,-120.94342
"Portland SE 12th and",45.51421,-122.6533
"MMCA81051",35.527145,-120.52879
"MMCA81032",38.211502,-122.13293
"MMNPS1031",40.8007,-124.158424
"MMNPS1026",40.946808,-123.636406
"MMCA81042",38.510685,-122.80591
"MMCA81010",40.701008,-122.33727
"Beltsville",39.0284,-76.8172
"Cle Elum_Mobile",47.19758,-120.95823
"1001",38.684406,-120.98831
"Cle Elum_Mobile",47.19745,-120.95812
"Madera-City",36.9533,-120.0341
"Malone Univ",40.828053,-81.378334
"MMNPS1026",40.946926,-123.63651
"Fall River",41.6833,-71.1697
"Cle Elum_Mobile",47.197598,-120.9581
"Unit0269",38.979256,-105.35303
"Cle Elum_Mobile",47.197803,-120.957695
"MMFRA1001",39.396458,-121.14392
"Wolf Creek",34.851536,-82.744576
"Del Norte",35.1353,-106.5847
"Santa Rosa Fire Stat",38.43832,-122.67113
"MMCA82003",38.247272,-119.22001
"MMCA81042",38.510773,-122.80599
"MMNPS1026",40.946774,-123.63647
"GBUAPCD EBAM @ Lee V",37.956947,-119.121
"MMNPS1027",40.102715,-123.79386
"GBUAPCD EBAM @ Bento",37.817783,-118.475876
"KNI-Topeka",39.0242,-95.7114
"Chaparral",32.0411,-106.4092
"MMCA81033",38.80428,-123.01821
"MMCA81037",39.11236,-123.198494
"GBUAPCD EBAM @ Lone",36.60898,-118.05797
"MMNPS1027",40.55203,-124.125854
"Mobile_WhiteSalmon",45.73234,-121.492355
"GBUAPCD EBAM @ Lee V",37.360725,-118.330826
"Cle Elum_Mobile",47.19761,-120.95818
"Sacaton",33.08,-111.739296
"MMCA81033",38.80428,-123.01823
"PM2.5 Woodfords EBAM",38.76556,-119.807365
"GBUAPCD EBAM @ Lone",36.608967,-118.05779
"Unit386",35.687054,-105.89561
"Kinsman",41.45465,-80.58841
"GBUAPCD EBAM @ Bridg",38.257626,-119.218506
"GBUAPCD EBAM @ Bridg",38.257645,-119.21842
"Warren - Laird Ave.",41.231167,-80.80191
"Gilory - 9th Street",36.999573,-121.574684
"GBUAPCD EBAM @ Bridg",38.257603,-119.21861
"Bend - Pump Station",44.063915,-121.31255
"MMNPS1026",40.94689,-123.63649
"MMCA81026",41.528065,-122.36448
"MMCA81042",38.510715,-122.80592
"GBUAPCD EBAM @ June",37.784332,-119.07373
"MMCA81033",38.56078,-121.50703
"PM2.5 Mammoth Lakes",37.64578,-118.96653
"Lone Pine EBAM",36.60726,-118.0547
"Coleville EBAM",38.545628,-119.47878
"PERKINSTOWN",45.2039,-90.6
"GBUAPCD EBAM @ Bento",37.81727,-118.47532
"Cle Elum_Mobile",47.197514,-120.95818
"PM2.5 Woodfords EBAM",38.76559,-119.807365
"LEWISPOR",37.9389,-86.8969
"Mobile_Newport",48.186474,-117.049194
"Ascarate Park Southe",31.7467,-106.4028
"MMNPS1026",40.946785,-123.636444
"WEST OLIVE",42.923603,-86.19652
"LACROSSE DOT",43.7781,-91.225
"GBUAPCD EBAM @ Alpin",38.766247,-119.80758
"GBUAPCD EBAM @ Lone",36.609097,-118.05773
"Lemmon Valley",39.645,-119.84
"Sheldon Station",40.55476,-96.78035
"Cleveland Fire St13",41.471783,-81.65679
"Chiricahua NM",32.0092,-109.3892
"MMCA81008",38.67386,-120.94344
"Valdosta",30.8486,-83.2933
"Watkins Mill State P",39.40745,-94.26537
"MMCA81044",41.047497,-123.677086
"Keene",42.9306,-72.2778
"PM2.5 Mammoth Lakes",37.645706,-118.966484
"Jerseydale (seasonal",37.54377,-119.83957
"Unit153",48.971245,-115.195145
"MMCA82003",38.247345,-119.22005
"Mobile_Newport",48.186474,-117.04918
"Unit153",48.97116,-115.19503
"Greenfield",36.32693,-121.24579
"Leavenworth_Mobile",47.558636,-120.67269
"Durant",33.945168,-96.40564
"Cle Elum_Mobile",47.197598,-120.95816
"MMCA81010",38.933132,-119.971756
"Red Lodge",45.169445,-109.25889
"MMCA81014",35.407883,-120.54669
"Oildale - 3311 Manor",35.438034,-119.016785
"MMCA81009",39.40387,-120.195816
"MMCA81039",35.50348,-119.27255
"Brigantine",39.46487,-74.44874
"Mobile-Yakima",46.99364,-120.545
"PM2.5 Mammoth Lakes",37.645725,-118.96664
"GBUAPCD EBAM @ Lone",36.60899,-118.05773
"Klamath Falls - Pete",42.190296,-121.73137
"EAGLEMT",34.4544,-94.1433
"MMCA81023",38.219902,-122.26708
"MMCA81023",38.21992,-122.26701
"MMCA81039",35.50348,-119.272514
"MMCA81042",38.510685,-122.80595
"Lone Pine EBAM",36.60724,-118.054665
"East Austin C1619",30.250845,-97.721275
"Ramblewood Park",35.123955,-80.90758
"MMCA81010",40.735405,-122.22829
"Arvin - Di Giorgio S",35.239193,-118.7885
"GBUAPCD EBAM @ Bridg",38.257656,-119.21833
"Santa Rosa Fire Stat",38.438362,-122.67109
"Unit0216",40.07363,-106.09794
"Rincon Valley School",38.4819,-122.67068
"MMNPS1026",40.946766,-123.63647
"Miami",36.922222,-94.83889
"MMCA81023",38.219955,-122.26706
"Enoch",37.747444,-113.05553
"Cle Elum_Mobile",47.197556,-120.95827
"Gary-IITRI",41.606564,-87.305016
"Idaho City",43.823017,-115.838554
"GBUAPCD EBAM @ Coso",36.049404,-117.94383
"Fond du Lac",46.713696,-92.51172
"Leavenworth_Mobile",47.55857,-120.67274
"Canton DRR",35.534,-82.853
"MMNPS1017",41.426773,-122.38111
"MMCA81042",38.510685,-122.806076
"Portland McDaniel Hi",45.5418,-122.5795
"Bridgeport EBAM",38.247723,-119.22743
"MMCA81033",34.390167,-119.506485
"GBUAPCD EBAM @ Bridg",38.257656,-119.218506
"Capitol",30.4622,-91.1769
"GBUAPCD EBAM @ Crowl",37.566666,-118.7418
"Rockville",39.1144,-77.1069
"Middletown",39.52948,-84.393364
"Fairland",39.613365,-85.87067
"GBUAPCD EBAM @ Alpin",38.766205,-119.80758
"Unit0269",38.979282,-105.35306
"MMCA81033",38.560905,-121.50716
"Unit0269",38.979267,-105.35301
"North Valley",35.1878,-106.6039
"Farrar",37.701893,-89.697655
"Horicon Wildlife Are",43.46611,-88.62111
"GBUAPCD EBAM @ June",37.78444,-119.07362
"MMCA81033",38.804268,-123.01814
"Unit1027",36.135857,-118.81104
"Cle Elum_Mobile",47.197567,-120.95831
"South Long Beach",33.79222,-118.17528
"Mobile_Cle Elum",47.197514,-120.95823
"Anacortes-202 Ave (S",48.52059,-122.61428
"NORR",40.1122,-75.3092
"Mobile_Cle Elum",47.197567,-120.95831
"GBUAPCD EBAM @ Bento",37.8179,-118.475876
"Devils Lake",43.4356,-89.6803
"GBUAPCD EBAM @ Alpin",37.359406,-118.39477
"Whiteface Mtn",44.39308,-73.8589
"1001",38.684383,-120.98823
"Vichy Elementary Sch",38.335,-122.257965
"MMNPS1026",40.946827,-123.63655
"Cle Elum_Mobile",47.19752,-120.95829
"Coleville EBAM",38.545563,-119.47878
"Talent - Rapp Lane",42.229893,-122.7877
"Mobile_Cle Elum",47.19763,-120.95818
"Made",39.464718,-84.40377
"MMFRA1001",39.39648,-121.14401
"Blythe",33.6122,-114.6006
"Paul E-Sampler",42.60782,-113.78682
"GBUAPCD EBAM @ Alpin",38.766247,-119.80754
"Preble NCore",39.83562,-84.72049
"MMNPS1026",40.94684,-123.63651
"Unit0269",38.979237,-105.35302
"Santa Rosa Fire Stat",38.43833,-122.67107
"Rincon Valley School",38.481857,-122.6707
"Unit153",48.971252,-115.19513
"MMCA81032",38.211468,-122.132904
"Mobile_Newport",48.186474,-117.04905
"Cle Elum_Mobile",47.197586,-120.95829
"Mobile_Cle Elum",47.19762,-120.958015
"MMCA81006",41.8392,-122.85129
"Bonne Terre",37.90084,-90.42388
"MARCUS HOOK",39.818714,-75.41397
"MMCA81014","35.407917","-120.54662"
"MMCA81010","40.73637","-122.22753"
"Mobile_WhiteSalmon","45.732384","-121.49231"
"HERS","40.2722","-76.6814"
"Convent","29.995","-90.8172"
"Mobile_Newport","48.186485","-117.04916"
"MMCA81033","38.56084","-121.50712"
"Yellowstone NP","44.5597","-110.4006"
"Pierre","44.373787","-100.28727"
"WORTH2002","38.5483","-82.7317"
"Unit1019","36.138348","-118.61717"
"MMCA81017","39.0351","-120.124725"
"Unit386","35.687057","-105.89558"
"St Regis Mohawk-NY","44.9806","-74.6953"
"GBUAPCD EBAM @ June","37.784363","-119.0736"
"MMCA81014","35.407936","-120.54669"
"Goodland","39.3428","-101.702995"
"DETROIT - SW (GHIB)","42.3042","-83.1072"
"MMCA81032","38.21149","-122.13297"
"Hookstown","40.5625","-80.5042"
"West Phoenix","33.4838","-112.1426"
"MMCA81033","38.560917","-121.507095"
"MMCA81015","38.61096","-122.86884"
"MMCA81030","38.56139","-121.50905"
"Mobile_Cle Elum","47.19764","-120.95829"
"Houston Croquet C409","29.6239","-95.4742"
"Herculaneum, Mott St","38.263393","-90.37967"
"King City AMS","36.2092","-121.1261"
"KEWAUNEE","44.4428","-87.5061"
"GBUAPCD EBAM @ Bridg","38.257645","-119.218376"
"MMCA82003","39.019318","-122.915215"
"MMNPS1026","40.94684","-123.63657"
"MMNPS1031","40.8007","-124.15851"
"MMCA81014","35.40723","-120.546906"
"Spring Mountain Yout","36.31841","-115.584076"
"MMCA81015","38.610935","-122.86884"
"PM2.5 Mammoth Lakes","37.645714","-118.96657"
"MMCA81010","40.70102","-122.33733"
"Cheeka Peak","48.2867","-124.6203"
"Pahala","19.2065","-155.4689"
"MMCA81017","39.035187","-120.12483"
"AREN","39.9233","-77.3081"
"Bridgeport EBAM","38.247723","-119.22747"
"GBUAPCD EBAM @ Alpin","38.766224","-119.80756"
"NEWG","39.8344","-75.7678"
"MMNPS1017","41.426826","-122.38109"
"MMCA81036","38.753166","-122.6221"
"Greeley - Weld Co. T","40.3861","-104.7367"
"MMFRA1001","39.075706","-121.63403"
"GBUAPCD EBAM @ Bento","37.817825","-118.4759"
"MMCA81024","41.04709","-123.67518"
"2LL Los Lunas","34.8147","-106.7397"
"MMNPS1031","40.800735","-124.15845"
"MMCA81033","38.804256","-123.018166"
"GBUAPCD EBAM @ Alpin","38.766235","-119.80771"
"Amherst","42.9925","-78.7764"
"MMCA81010","40.701008","-122.33733"
"MMCA81024","38.56125","-121.509"
"Greensburg","40.3053","-79.5061"
"Chesterfield","34.6153","-80.1989"
"MMCA81029","38.561325","-121.50894"
"GBUAPCD EBAM @ June","37.784332","-119.07358"
"Unit153","48.971287","-115.19513"
"Bakersfield - Califo","35.35662","-119.06261"
"Lone Pine EBAM","36.607624","-118.062"
"Cle Elum_Mobile","45.81583","-120.81369"
"Portland Lane Middle","45.47142","-122.60147"
"GBUAPCD EBAM @ Bento","37.817776","-118.47592"
"MMCA81042","38.51076","-122.80597"
"Banning - South Hath","33.920757","-116.85842"
"Corpus Christi - Nat","27.4269","-97.2986"
"NEW","39.99139","-75.08083"
"St. Martinville","30.008886","-91.8696"
"MMCA81015","38.610947","-122.86886"
"GC_MAD","38.7045","-90.1397"
"Casper Gaseous","42.82231","-106.36501"
"Cisco Drive","30.378166","-81.84079"
"GBUAPCD EBAM @ Bento","37.81728","-118.47534"
"Santa Rosa Fire Stat","38.43838","-122.67094"
"Santa Rosa Fire Stat","38.43833","-122.67102"
"White Springs","30.4264","-82.7947"
"GBUAPCD EBAM @ Alpin","38.766266","-119.80754"
"MMCA81016","41.304226","-123.53716"
"WESTSIDE - 9 Mile","35.0641","-106.76129"
"Portage-Hwy 12","41.61656","-87.14692"
"Rochester","43.1461","-77.5481"
"MMCA81010","40.735363","-122.22831"
"MMFRA1001","39.439705","-121.07114"
"Idaho Falls / Penfor","43.4683","-112.0531"
"El Rio - Rio Mesa Sc","34.2653","-119.1336"
"MMCA81016","41.30427","-123.53725"
"BLAIR STREET","38.65645","-90.19855"
"MMCA81032","38.21149","-122.132904"
"MMCA81006","41.83924","-122.85129"
"Rincon Valley School","38.481876","-122.6707"
"Ancora State Hosptia","39.68425","-74.86149"
"Pepsi Place","30.262808","-81.606834"
"Unit386","35.68702","-105.89562"
"COGGON","42.2806","-91.5269"
"Palmer","61.599","-149.104"
"MMCA81014","35.407917","-120.54661"
"Evansville-Lloyd","37.97768","-87.59683"
"GBUAPCD EBAM @ Bento","37.817303","-118.47534"
"Santa Rosa Fire Stat","38.43832","-122.67102"
"Pomeroy-Pataha St","46.474438","-117.61476"
"Mobile-Goldendale","45.815765","-120.813644"
"Bellingham-Yew St","48.7627","-122.4402"
"Mobile_WhiteSalmon","45.73239","-121.49237"
"GBUAPCD EBAM @ Lone","36.609043","-118.057755"
"Soda Springs Monsant","42.6953","-111.5939"
"BONDVILLE","40.052242","-88.37255"
"IS143","40.8492","-73.9319"
"MMCA81010","38.933132","-119.97167"
"PRB-Antelope","43.42542","-105.389"
"MMCA81044","41.047485","-123.67706"
"Umatilla","46.2026","-117.9539"
"Springfield Ag","39.83192","-89.644165"
"PM2.5 Mammoth Lakes","37.645813","-118.966484"
"MMNPS1027","40.102726","-123.793884"
"Rome","34.26054","-85.32333"
"Indpls-W.18th St","39.7889","-86.2147"
"Huntsville Old Airpo","34.6917","-86.5917"
"PM2.5 Woodfords EBAM","38.765526","-119.807434"
"MMCA81006","41.839134","-122.85116"
"Rossville","34.9789","-85.3009"
"Quaker City","39.9428","-81.3373"
"GBUAPCD EBAM @ Lee V","37.360672","-118.330864"
"PM2.5 Mammoth Lakes","37.645725","-118.96657"
"Kamiah","46.2094","-116.0275"
"Hidden Valley School","38.473618","-122.700806"
"MMCA81051","35.527393","-120.52882"
"Plain_Mobile","47.768543","-120.664474"
"Boundary County","48.70555","-116.368965"
"Cades Cove - GSMNP","35.6031","-83.7836"
"Rincon Valley School","38.481834","-122.67072"
"MMCA81006","41.839157","-122.85123"
"Lostwood NWR","48.6419","-102.4022"
"Marine on St. Croix","45.168","-92.7651"
"Brewster_Mobile","48.08882","-119.78447"
"Amarillo Texas A&M C","35.2006","-101.9083"
"EBAM-1","33.948532","-116.522896"
"GBUAPCD EBAM @ June","37.784126","-119.07407"
"San Juan Bautista AM","36.841488","-121.53345"
"Jefferson","35.1441","-106.6044"
"GBUAPCD EBAM @ Lone","36.60902","-118.05788"
"Ute 3","37.10258","-107.87022"
"Eastern Band of Cher","35.49871","-83.31024"
"MMCA81033","38.560833","-121.507095"
"GBUAPCD EBAM @ Lee V","37.360737","-118.33084"
"Glen Oaks","36.19347","-116.00758"
"Greenfield","42.605816","-72.59669"
"Lincoln","38.86794","-121.33835"
"WHlthDpt","37.7011","-97.3139"
"Coleville EBAM","38.545757","-119.478874"
"Stockton - Universit","37.96158","-121.28141"
"Unit0216","39.71436","-105.12403"
"Soledad","36.42795","-121.32795"
"MMNPS1027","40.551964","-124.12575"
"GBUAPCD EBAM @ June","37.784386","-119.0736"
"PM2.5 Mammoth Lakes","37.645813","-118.966545"
"GBUAPCD EBAM @ Alpin","38.766266","-119.80765"
"Susan Wagner","40.5969","-74.1264"
"Kernville","35.755","-118.4175"
"Pendleton - McKay Cr","45.65223","-118.82304"
"Unit1019","36.138294","-118.617134"
"Kenosha-Water Tower","42.596","-87.886"
"Archbold Biomedical","27.1889","-81.3403"
"North Pole Fire Stat","64.76297","-147.3103"
"Vacaville","38.356556","-121.94985"
"Unit153","48.971073","-115.19491"
"Unit0216","39.71435","-105.12391"
"Texas City 34th St. C620","29.4057","-94.94712"
"St. Marks Wildlife R","30.0842","-84.1617"
"Santa Rosa Fire Stat","38.438362","-122.67117"
"MMCA81023","38.219944","-122.26704"
"MMCA81014","35.407906","-120.54669"
"MMCA81010","38.933144","-119.971886"
"GBUAPCD EBAM @ Crowl","37.56676","-118.74201"
"Portable Ozone Monit","39.1694","-76.6281"
"PS 19","40.73","-73.98446"
"Vichy Elementary Sch","38.33501","-122.258"
"Brownsville C80","25.8925","-97.4936"
"U of H","29.5741","-95.6497"
"Sonora - Barretta St","37.9817","-120.3786"
"Mesa 2 /Nipomo","35.02079","-120.56389"
"MMNPS1026","40.94685","-123.6366"
"MMNPS1031","40.800766","-124.15851"
"Hamilton","39.383373","-84.54408"
"MMFRA1001","39.396458","-121.1439"
"MMCA81010","40.50522","-122.54335"
"GBUAPCD EBAM @ Bridg","38.257645","-119.21844"
"Victorville - Park A","34.510956","-117.32555"
"Hobbs Jefferson","32.7267","-103.1233"
"J. D. Smith","36.19126","-115.12293"
"PM2.5 Mammoth Lakes","37.645824","-118.966545"
"MMCA82054","38.247677","-119.22749"
"Strongstown","40.5633","-78.92"
"Elkhorn","42.66218","-88.48703"
"Rossiter Pump House","46.6588","-112.0131"
"Yuba City","39.1389","-121.6175"
"McMillan Reservoir","38.92185","-77.013176"
"GBUAPCD EBAM @ Alpin","38.76626","-119.807625"
"CCRI Providence","41.80752","-71.41392"
"NEWHANO","34.2684","-77.9564"
"GBUAPCD EBAM @ Lee V","37.9568","-119.12093"
"MMCA81024","38.561337","-121.508965"
"MMNPS1027","40.55203","-124.12596"
"GBUAPCD EBAM @ Bento","37.817825","-118.475876"
"Mobile-Goldendale","45.81581","-120.81375"
"MMCA81033","38.80425","-123.018295"
"Newport_Mobile","48.186443","-117.04905"
"Due West","34.3253","-82.3861"
"CASTLE H","34.3561","-77.8617"
"Edison","35.3461","-118.8511"
"MMCA81033","38.506725","-122.47153"
"Pfizer Lab","40.868","-73.8782"
"MMCA81024","41.04707","-123.67518"
"Bridgeport EBAM","38.24771","-119.22747"
"MMCA81033","38.56082","-121.50705"
"MMNPS1027","40.551994","-124.12588"
"Lancaster-Division","34.66959","-118.13069"
"LLCHD BAM","40.812553","-96.67574"
"Westmorland - 570 Co","33.0325","-115.6225"
"Fresno - Garland","36.78538","-119.77321"
"Unit0216","32.396748","-110.99709"
"GBUAPCD EBAM @ Bento","37.81774","-118.4759"
"Unit1027","36.1359","-118.811005"
"Denton Airport South","33.1944","-97.1933"
"Mobile-Goldendale","45.8158","-120.81375"
"Juel Spring","42.373","-109.563"
"E Syracuse","43.0528","-76.0597"
"GBUAPCD EBAM @ Bridg","38.257603","-119.21859"
"MMCA81027","41.796337","-123.375374"
"MMCA81033","38.507317","-122.47157"
"Maricopa","33.06115","-112.05204"
"GBUAPCD EBAM @ June","37.784397","-119.07373"
"MMNPS1026","40.946873","-123.63657"
"Hidden Valley School","38.473606","-122.70078"
"Unit1029","41.72852","-122.521614"
"Evansville-Buena Vis","38.0133","-87.5772"
"MMNPS1027","41.75601","-124.2034"
"MMCA82021","38.545597","-119.47885"
"Mobile_Cle Elum","47.19761","-120.958015"
"MMCA82023","38.561012","-121.5075"
"Odessa Hays C47/C122","31.8367","-102.3419"
"GBUAPCD EBAM @ June","37.78432","-119.07362"
"MMCA81010","40.50524","-122.54339"
"Bronx - IS52","40.8161","-73.9022"
"GBUAPCD EBAM @ Lee V","37.360683","-118.33078"
"Lubbock 12th Street","33.5853","-101.78698"
"PM2.5 Woodfords EBAM","38.76555","-119.807365"
"Unit153","48.97124","-115.195076"
"BLM-Kaktovik","70.1319","-143.6239"
"MMNPS1027","40.10282","-123.793945"
"MMCA81027","41.796272","-123.37528"
"Leavenworth_Mobile","47.55853","-120.67274"
"Toro Fire Station","36.617973","-121.6879"
"Lemmon Valley","39.645","-119.842"
"VIENNA","39.325","-81.5522"
"Big Sur","36.247875","-121.78139"
"JOHNSTON","35.5","-78.4375"
"Joshua Tree NP - Cot","33.74127","-115.82041"
"Sedgwick","37.8975","-97.49207"
"Vinton","30.2278","-93.5797"
"GANDY","27.8928","-82.5383"
"ARNOLD WEST","38.44858","-90.39844"
"Davidsonville","38.9025","-76.6531"
"GBUAPCD EBAM @ June","37.784332","-119.07365"
"MMCA81033","34.39022","-119.506485"
"West Los Angeles - V","34.0506","-118.4553"
"Plain_Mobile","47.197586","-120.95825"
"Unit0216","39.714405","-105.123985"
"Troost","39.10465","-94.57055"
"SAULT STE MARIE","46.49361","-84.3642"
"GBUAPCD EBAM @ Coso","36.049427","-117.94383"
"Blair Street","38.65645","-90.19855"
"MMCA81051","35.527115","-120.52879"
"GBUAPCD EBAM @ Lee V","37.956905","-119.12096"
"Laramie Temporary PM","41.32","-105.62"
"ARNOLD","38.44863","-90.39854"
"Shelton-W Franklin","47.21355","-123.10081"
"K96 & Hydraulic","37.7472","-97.3164"
"Stanton","44.4719","-93.0133"
"Santa Rosa Fire Stat","38.438374","-122.67117"
"Coleville EBAM","38.545715","-119.47885"
"MMCA81026","41.528084","-122.364456"
"MMCA82023","38.56073","-121.50711"
"GBUAPCD EBAM @ Bridg","38.257603","-119.2184"
"Boulder City","35.97815","-114.84631"
"Research Farm","44.348602","-96.8073"
"North Beach","36.5428","-117.9912"
"Youngstown State","0","0"
"GBUAPCD EBAM @ June","37.784462","-119.07377"
"MMNPS1027","40.102703","-123.793816"
"GBUAPCD EBAM @ Woodf","38.76572","-119.80739"
"Desert View","31.7961","-106.5839"
"MMCA81010","38.933067","-119.97167"
"Columbia","35.65188","-87.0096"
"Unit328","35.671574","-105.95564"
"MMCA81010","38.933174","-119.97167"
"Cle Elum_Mobile","47.197586","-120.95823"
NULL,"41.94595","-112.23318"
"GBUAPCD EBAM @ June","37.784084","-119.07332"
"Unit0216","39.71441","-105.12398"
"MMCA81044","41.047432","-123.677025"
"GBUAPCD EBAM @ Bento","37.81729","-118.47532"
"Macon Forestry","32.8031","-83.5447"
